,content_id,content,subject,sentiment_value,sentiment_word
4518,ojlJEmM3On6Ww7P5,顶风顺风，油品，一路地势高低都有影响。比如你从拉萨回来到北京，一路下来估计要低一点，去高一点。温度，夏季空调在南方和北方，冬季暖风南北方都有影响的，所以每个人都不一样。,舒适性,0,
4538,ZUaDbsCNBiVF2l3u,同样颠簸碎路，再开开德系的车就明白了什么叫“整”，但是太“整”了话会影响舒适性。“整”而有“韧性”就完美了，据说宝马的底盘就是这样。其实没必要这么纠结，代步工具而已。,舒适性,0,
4560,KWi1wLCkchbSHP0A,定价应该还可以，真皮座椅、天窗、导航，led大灯标配，舒适性配置比国外高些吧,舒适性,1,还可以
4596,9RPmhlKwfVqrJ7vU,有道理，新车跑起来一发热，挥发出来的味就被空调吸进来了,舒适性,0,
4605,UteyVSfrbgcdskJ4,我换的空调滤芯，90元，外面PM2.5爆表，车内10以下,舒适性,0,
4608,hElfMXsqVPS2DBbA,尼桑的车舒适性一等一没得说，就是发动机变速箱调教的难受，冠道2.0t那套动力总成真的不错，而且舒适性兼具。不过加价确实让消费者心里不爽，但是你要知道森林人等于也是加价，按自己需求选择最好。,舒适性,0,
4612,t7mj2pkNgznJ0HfW,看了很多车，还是选了森林人，个人认为这个价位里最稀饭的一辆车了，被异响中控大屏黑屏密封噪音困扰过，但是开起来舒服，不错的操控，无敌的视线，相对另类少数的车标，还有个原装进口的小光环，蛮好,舒适性,1,蛮好
4615,AYH3RtVqP2vxBmna,有关系，点火性能和点火时间直接影响燃烧速度，这种情况下直接影响气缸工作，噪音也就有了。,舒适性,0,
4644,GY8x2WJlzFXuDUwh,刚换上jd全球购美版美孚ep，刚开始噪音大，油耗高，现在900公里了，一切正常,舒适性,0,
4663,1zOk57fHp4qZILEu,你不放心就换4儿子店空气滤，至于空调滤和发动机应该没有毛关系吧。。,舒适性,0,
4705,kNqnHicD91jweyuY,我都是窗户开个小缝隙，直接把烟灰弹出去，就是噪音大点，不过很快抽完就关窗了,舒适性,0,
4731,AEOU4kryvZtf0Mon,目前我车空调是坏的，烧机油，年前换了个雾灯，雨刮继电器,舒适性,0,
4789,DLleKfnHyhja2RS0,看楼主自己拆过中控，请问中控面板是不是可拆分为出风口、导航、空调旋钮三部分，并非一整块，更换时难道就不能用原车出风口面板，只更换导航处面板?,舒适性,0,
4798,j8wfX1nbo4NCJRWu,空滤KN的，空调滤有个绿的日本的，100来块，效果不错，机滤曼牌，纠结啥！别信楼上说的小厂杂牌的，这东西表面一样看不出来，进气量和过滤程度是有区别的,舒适性,0,
4808,KFtdSQ7ZrkfM8oYN,新森发动机噪音大是普遍问题，应该是隔音设计有缺陷。怠速抖动我也有，而且感觉比较明显,舒适性,-1,
4832,N7iC40rf58JGwOLy,刚买的时候发现抖动，也有好多车主反映，毕竟原来都是立式发动机，其实这发动机的热车怠速噪音很小，有时加油站忘了熄火，加油工竟听不出来。,舒适性,0,
4846,KMUrYtphjnigfXm4,22万了，上车必开空调，至今没坏过,舒适性,0,
4865,UgTDQid4YKfyB8N7,面板和主机一体的，带空调出风口面板的。配置就是2G内存，32G闪存。闪存是16G装系统加16G板载。凑合用着还成。没法拍照了，我的爱森被我老板开走了，昨晚他的大切在路上趴窝了。囧。,舒适性,0,
4879,X3z2cACvFNBKMgR8,机油变速箱油差速器油刹车油防冻液空调冷媒在4s加起来4000吧。自己换就不一定了，牛奶油一升200，piaa滤芯。换机油就一千二了。,舒适性,0,
4889,7R2SEHlyri8DePGI,森林人越野强于傲虎，无他轴距短；傲虎内饰舒适性好于森林人我选森林人因为全景天窗,舒适性,1,好
4891,1HuUZnqpNGYhrO4F,在想，装了这个，下马路牙子咔嗒一下，虽然是软性材料，但是咔嗒一下，心理有负担再一个，跑告诉的时候，那个地方的风噪和胎噪反射，不是更大么，,舒适性,0,
4900,4JAMrzbxKVOawtoi,二台都开过，感觉澳虎要舒适不少，而且也是四驱，底盘也不底，空间还大。,舒适性,1,
4906,6h0lxmfKQAYiVzvq,原来有个帖子讲在后视镜根部贴胶带减少风噪的办法，一直想试试只是没找到合适的材料。但是后来在高速上我想体验下后视镜风噪到底有多大将后视镜折叠起来试了几次发现风噪基本没有区别。,舒适性,0,
4908,aR5nOgNsjXq9uEZw,个人看法应该还是那个三角窗玻璃的密封问题。而且我的感受森林人的风噪比Rav4、Crv之类还明显略好一点，比国内合资15万以上的桥车都要差。,舒适性,0,
4960,q9GFzhTE0Lj4or5k,你看到的两条皮带是风扇皮带，和空调皮带，正时链条在正时机盖里面，放心我也是有一辆12年10月份的手动森林人,舒适性,0,
4976,pOKdIzlYkq9u7gij,首保免费送的啊，何必自己花钱出去换机油呢，其实首保就用免费送的原厂机油就可以了哦，原厂机油保真够用，免费首保换机油机滤，检查车况，空滤和空调滤清洁干净即可，最后免费洗个车子，满意请采纳，谢谢！,舒适性,0,
4981,uWpyD76rgzhRm4n2,森林人的机滤在上面，拆卸方便。底部放油螺丝也很好搞定，给我一条地沟自己都能换机油，空滤空调滤也无压力。,舒适性,0,
4988,J3jCs9xlyMenFQXH,看师傅保养了两次，我现在屯了机油和空滤空调滤，只要有个地沟自己也能保养车子了，很简单的。,舒适性,0,
5009,F1wgLyhb9HuGj8WO,就关心后排装没装空调出风口,舒适性,0,
5029,pCbTrnYd57PsQXlU,空气滤芯2万，空调滤芯1万，每5000公里拿出来吹一下。,舒适性,0,
5031,SV1ozwtxGHgDFsT4,空调应该一样的，机滤应该2.0能用，空滤不知道,舒适性,0,
5032,vjITdRrHet8POl2k,我的车一直用的烯润机油，性价比高，节油噪音小。,舒适性,0,
5062,sQyFNAZvdUMlhtDn,这东西原厂不原厂我感觉一样用，空调滤芯淘宝很多东西比原厂的还好呢,舒适性,0,
5070,I3HO2jYPdVXqvG0r,非常赞同，不过低速顿挫确实没有感觉到，我是2.5自吸的，80往上加速不太行，不如老款森林人加速猛。我感觉最大的缺点就是车内的异响从2000公里开始就有了，很烦。高速风噪大。其它我觉得都挺好的。,舒适性,-1,很烦
5110,zlL5vRrCuf3BPXxe,一分钱一份货，大家都不是傻瓜，优点缺点都有，操控好，四驱比Q5差点，音响差，座椅硬，噪音大，目前就体会到这么多！,舒适性,-1,差
5112,ORdnM6lLusxpoVEK,一年15000换一次，京东刚好搞活动，空气空调两个才100出头。曼牌。,舒适性,0,
5116,JwMAKyh3LG4Ok5fB,开启空调。温度调到最低。然后开启外循环。然后关闭空调。。行驶一段时间就好了,舒适性,0,
5125,A2PjCldSqIOhtbHk,昂科威我以前特别喜欢，特别想买那个。但是试车坐进后排我就pass了。座椅又硬又凸，坐姿还太直。还有就是新车异味较大。四驱性能不会有非常本质的区别，底盘可能矮那么点但也差不多。,舒适性,0,
5193,mDf95eUM7lHncPwi,暴露了北海道农用车的本质，之前已经说过了，风噪声这里贡献最大，,舒适性,-1,
5196,ITdiqoL30ry5J41P,我的18款目前只是刹车踩到底就启停，无论是N还是D。刹车踩得轻不启动。空调冷车什么的还没试,舒适性,0,
5209,7ALJcCpKjodxyiwM,途乐太大了吧我去看了实车，巨大无比，舒适性没的说，隔音也好。就是太大，怕市区不方便,舒适性,1,好
5212,7knoD82cxRFuKspb,还开空调，你发动机缺缸了！,舒适性,0,
5233,wV3TtS4uisZEdvM1,准备试试密封胶，这里确实风噪最大，提车不久就发现这个问题了,舒适性,-1,风噪最大
5243,gsxcriXSOVhKq0WB,楼主说的到底是漏风还是风噪,舒适性,0,
5255,fOVZW7wXPYBRs1ND,开了几年森了，还是觉得舒适性和A4L真不一个级别，森的感觉和速腾差不多。如果只是市区长年上下班，我会选A4L。,舒适性,0,
5258,76GoSNzIWDsVayiE,你想多了吧。男人爱嫖妓不代表龌龊吧，我觉得正常啊。正常的钱色交易，不占地不占房，只是借用一张床，无噪音无污染只是偶尔喊一喊！,舒适性,0,
5261,aQPpOyzMojxdUJfE,是啊，我个人觉得森林人最大的缺点就是噪音，高速跑到80以上就很让人抓狂了，还有另一个缺点就是内饰和电子辅助做得比较差，跟同价位的其他品牌车比差很多.,舒适性,-1,比较差
5264,NEbfFhS9n7I3wGr2,四万公里，无非就是节汽门，刹车油，冷确液，机油，机油滤，空气滤，空调滤，气油滤。这些了。,舒适性,0,
5278,rfdWOsPEmoekDcYX,指南者试乘过，空间小。其他的都还好。自由光开过几百公里。感觉油门重，操控也一般。高速上噪音也还成。后来买的森林人，个人感觉比上两个好。,舒适性,0,
5286,08DgcKJTv6ezUor3,呵呵朋友，这个更换理论和实践是没有问题的。正如你说的，更换后会造成时速表不准，油耗增加。不过有所得必有所失，你得到的将是舒适性/通过性和稳定性都会增强。,舒适性,0,
5303,z4vQ1yIr7UYNOC0F,我遇到过开着空调冷气也会停。,舒适性,-1,
5314,9IJcmibzrZXy8VYT,我在4s店买的，700块，我看着质量还可以，没有异味，虽然不是那种夸张全面包围，但只要不折腾，该包的地方还是包了，别看贵，但贴合度很高，就是没有那种丝圈，不会洗车的拿布一擦也就干净了,舒适性,0,
5331,eyt5a938MkFi6Cu1,满载加外挂行李，4000公里长途平均油耗表显8.8L/100公里。夏天市区全程空调平均10.2，冬天由于太寒冷平均15个油。14年2.0XT，北美用车的情况,舒适性,0,
5385,eVPQHLWdDCaRl1Ts,巧了我是2.5特装森林人，我媳妇是蓝调版gla。俩车都是好车，gla市区比较省油，操控比森林人好，高速过弯几乎都感觉不出来，悬挂超硬过减速带前排还好，后排那酸爽。俩车隔音都不算太好。都比我之前的新帕萨特差点，出门的话还是森林人1视野太好2四驱安全性好3空间比gla好太多太多。市区2个人以内开gla要好省油而且提速感觉比我2.5来的还快,舒适性,-1,俩车隔音都不算太好
5388,dinIqspr5yokchQj,像是底盘排气中、尾段附近的声音    ,舒适性,0,
5401,Ig36PcLviwy0n8Tf,你说的除开噪音略大一点其他都没碰到，问题我开的18款WRX，噪音根本不是我关心的部分 。说实话在北美斯巴鲁性价比真是超级高。WRX的操控真心不错，那感觉绝对让人很有驾驶的欲望。   ,舒适性,0,
5414,H8ZnoT7uYPCWdDRj,你让车主们冬季的时候在3年车龄的车在里面睡觉，我睡过，窗户开的比较小，结果1个多小时不行了，说不出来的味道，不是甲醛，但也是有味道的，不要忘记了车内的材料大部分是用的复合材料，且空间有限，加上通风不畅的话，说完全没有气味的我觉得就是很主观的，我怀疑斯巴鲁的tvoc有机物气味残留在车内的含量是超标的,舒适性,-1,
5434,U1dYwfGtDCajXr9z,萝卜青菜各有所爱吧， ，我觉得mini性价比低，做家用车实用性差，我夫人曾经看好，我们去试驾过一次cooper，感觉几个缺点1.方向沉，感觉跟没有转向助力的老普桑有一拼2.悬挂硬，感觉直接坐底盘上了。3.噪音太大，嗡嗡的，不过排气的声浪确实不错。4.动力不咋地，1.6T 四缸四驱，超个车都感觉费劲。5，内饰比较差，不过可以后加装。真实感受，不喜欢请一笑而过。。。。。   ,舒适性,0,
5485,RUr9oFL3I2abMZ71,驾驶感受看你个人要求吧，我觉得动力好猛，到目前还没有找到人车合一的感觉，这个价位的suv操控上无敌了。只能更快，慢不下来。兼顾不了舒适性，我之前开的是皇冠，怎么样也习惯不了，这可能跟年纪上来了有关。   ,舒适性,0,
5487,HDNBdXgnQZkJowSR,我现在用的固铂225/65/r17的ATS，之前考虑的是G012和固铂ATS，朋友用的是固铂，我就跟着用了，舒适性和噪音来说变化不大，胎壁厚了，过减速带稍微舒服些，缺点就是油耗百公里要上升1-1.5个油吧，如果铺装路面的话，我觉得还是原厂胎均衡 油耗也低，如果出去浪概率高，可以试下G012或固铂ATS,舒适性,0,
5517,8rJAe5XzCsc74U3m,森林人车主估计X5比较适合你，如果既想舒适又想能去野。强烈推荐途乐，钱多上5.6，实惠4.0也不错，反正比陆巡4.0动力好许多。这几个车车本人都玩儿过，给你个建议。     ,舒适性,0,
5568,otuZlvO1nkNpQ9Ve,不用比较森林人除了xt和se动力上让人纠结一下，剩下的选傲虎吧。高一个级别的，没什么可比较的。傲虎底盘也不低。隔音舒适更生一筹。至于操控上森那点优势，一般老百姓开不出来的。,舒适性,1,
5583,F4aSijn5QhGvfJVH,我倒没觉得3ST有多静音，高频胎噪很低，反而那种咕噜咕噜的低频声显得很不舒服，有利有弊，操控性是好了，但也不敢跑烂路了随便造了。我觉得还是原车胎好,舒适性,0,
5585,2cJYqXNBFCiwSGpf,看个人喜欢吧，原胎声音我是受不了，现在的胎我不觉得操控好    ,舒适性,-1,原胎声音我是受不了
5592,67GOmupNBAe9wzJD,感谢这么详尽的指导，现在开14款明锐，1.4 dsg的版本，有车开，可以等。舒适性和安全性比较看中，这俩都不错。    ,舒适性,0,
5599,76PbD0utYGiJsOQV,大家都提了舒适度，空间，质感等等方面傲虎更好。但是森林人的有点傲虎也是比不了的，甚至同级别suv比不了的，比如视野，比如坐姿高度。,舒适性,0,
5602,GucSpAXYVIL349Hd,我用了几次安能的机油，总结就是发动机噪音大，性能非常一般，后来一直用长城的机油，感觉性价比还不错，最起码不用担心有假货！,舒适性,0,
5612,c7mlau0poQBgj1rZ,就过了一次户，新车五千公里入的手。无改装，只加了底盘护板、刹车顶，加过音响做过隔音别的没动过    ,舒适性,0,
5667,DzaVRWZcwxMsp8io,那你有话语权，哪个噪音小点？驾乘舒适度哪个好？森林人没啥毛病吧，到现在？现在让你再选，你会选谁？谢谢！    ,舒适性,0,
5680,1jGfoqJObHvxNlhQ,森林人这款CVT变速箱采用的是链条传动，无论传动效率和动力响应，抗打滑性能（承受高扭矩）都要明显优于钢带传动CVT变速箱，缺点是制造成本和噪音要高于钢带CVT。这种噪音类似一种啸叫声，在安静的环境和低速行驶才能听得到，嘈杂的环境和高速行驶会被其它噪音所掩盖，忽略不计。,舒适性,0,
5694,nIcA6mx7VELjShei,噪音两个车差不多，丰田的车相对质量要更稳定一些，换车的时候本来想买霸道的，因为我喜欢户外运动比如钓鱼之类的，试了一下感觉太大了就没有买，买森林人主要是看中了它的四驱和同级别最高的离地间隙！要说毛病吧就是这个车有点异响，不过RAⅤ4的异响也不少！还有保养费用两个车也差不多！   ,舒适性,0,
5698,9Jx6wYDrb258kUcB,总结下：1.噪音差不多2.保养费用差不多3.森的离地间隙高，通过性强4.俩车都有异响麻烦请教下：1.rav4的异响一般是哪里？森的是哪里？2.丰田的可靠性体现在何处，你有无碰到过俩车关于可靠性的案例3.如果再让你重新选择，你选谁？谢谢   ,舒适性,0,
5699,uxCRZh7i46UlH3oa,我以前开的是10款，主要是后门是侧拉的，异响主要是在锁扣处；森林人的主要在于车窗，后备箱门以及中控部分。森林人纯进口安全性高，操控要比RaV4好    ,舒适性,0,
5752,Ptiy4D1kYBvj0LEK,夏天已经歇火的汽车，还能听见发动机舱里响的声音，一般情况是散热风扇热敏开关检测到水温高而自动开启。水温一般超过90度，热敏传感器动作，散热风扇开启，使水温降低，,舒适性,0,
5773,CtaluIfxe8UVyrsk,大哥，你不要再问了！噪音、异响震耳欲聋！    ,舒适性,0,
5778,pTwuCQg2LaAjeHX0,是性价比不高，贵了好多，其实我对车机要求功能要求不高，但是音质要好、操控方便，外加可以手机投射就好了，我不在车里面看视频，所以如果现在的话还是8850，不知道你有换喇叭线吗？车门和驾驶台如何穿线？   ,舒适性,0,
5791,XG4ekaFjB96st1YS,我用的DSP就是有这个功能的，用电脑自动搜索什么噪音啦音频反射啦，反正要精确调音才行，不是专业的怕弄不好   ,舒适性,0,
5849,kLoeHDvBm2FO7drp,没错，综合油耗从7.8上升到8.8，不过相较于静音的显著提升，抓地力和湿地刹车的提升还是可以接受的。   ,舒适性,0,
5868,641iREtsCzFPVlu7,选车主要是看自己需求，现在小森2.5和x1的1.5T价格也差不多。如果中长途比较多，偶尔烂路，经常多坐人的话，我还是喜欢偏舒适取向的车，太追求运动的话坐久了比较累，不过据说经常开坐运动风格的车，就能练出好腰力    ,舒适性,0,
5940,N3bFGVTWjKo0PucB,内饰异响，发动机注意加高标号的机油，不然公里数多了之后烧机油很严重,舒适性,-1,
5957,MbVzKZr6A2gF5NmR,每个人需求不一样，你认为动力排第一位，有人认为安全性排第一位，有人认为舒适性排第一位，有人认为大排第一位。老兄，加我私信，***的呢？？   ,舒适性,0,
5999,ew6X4yrjIZWUqaYL,xt5也不能完爆吧，本人xt5和2.5特装森都有。xt5视野不如森林人，过弯不够流畅。四驱应该没有森林人好。静音，提速，舒适，比森好。油耗也完爆，没低于12个。,舒适性,0,
6009,IeKYQdgxXrUOs7nB,不急的话，等新款森林人，XV胜在新平台，空间小；我家森林人是老婆选的，她觉得除了一家三口可以用，也有扩展空间，出去旅行后备箱也大，宽大的空间对驾驶和乘坐的舒适性还是有实质性的提高。,舒适性,0,
6015,foerLRzKijbcuJW6,我去，这两万多不见面啊！你牛，你先开出去拉风。要是我两万多，还是先改中控和音响，毕竟，这个我天天看天天听。    ,舒适性,0,
6016,J1F7vm0wrd9RcITh,我也刚跑完云南之行，刚开始和楼主一样的问题，以为这就是森林人的隔音太差风噪太大的通病，但时不时又非常安静，安静时有意地开到140以上还是安静，就这样反复几次后才发现，这跟高速路的质量有关，跟小森没一毛钱关系。云南境内大部分高速路看着很平整与其他高速没什么明显区别，但就是噪音特别大，一进入贵州重庆就好很多。,舒适性,0,
6025,reRyWl3u0f5Psv8G,分析的好，路堵就关了启停，另外天热开空调我也关   ,舒适性,0,
6031,17nV4kKNeXvmj3Fu,去年夏天遇到过空调偶尔不工作，今年又好了,舒适性,0,
6033,FrlKxBfR9Nzk6YUS,WD40喷对地方了吗，只要对准异响位置喷WD40应该没问题！有的地方喷不进把管子弯折一下在喷，目前最有效最简单的方法就是WD40,舒适性,0,
6034,NAZUQaLf1q5hmydE,这是天窗的铝合金框架根车顶的安装结合处发出的声音，解决办法是把天窗框架跟车顶结合处的固定螺栓松开，然后找个废旧自行车内胎用剪子剪个垫片，垫在天窗框架根车顶的结合处然后拧紧螺栓。我的老森天窗也响过就是这样解决的，希望对你有帮助。,舒适性,0,
6039,vdFMjKIuCYVO9RHm,13款2.5L，行驶6万多公里时出现过二次空调不制冷，8、9个小时后又制冷了，4S也不知原因。,舒适性,0,
6047,LUf41gRbnDCYNIKV,搞好了 多媒体蓝牙连接选择的是前置...调成全部都好了，害我纠结了那么久，就差换套音响了...    ,舒适性,0,
6050,xzMQKGRqCvbSIpUt,金属异响，要预约。我周一约周五还得周四再约,舒适性,0,
6052,jw1gYbNDXJWPFET8,你可以感受下，尤其是开空调内循环时，喷玻璃水味道特明显，密封不严氏    ,舒适性,-1,不严实 
6064,6ZA3OoFkJCuVDaIt,有这个声音，开空调踩油门就有,舒适性,0,
6070,HKzEQdVxJhMacG4N,里面放了眼镜？我之前也响，但是我下面垫个眼镜布之后就不响了   ,舒适性,0,
6074,3gDWR7qtHIC1fyZu,那是啥原因？踩离合器贼响。    ,舒适性,0,
6077,Aae70G4OCz15pdWM,普洱堵车啊，还有坡度很大，离合器在城市里实用的太多了，我使用的频率还是比较高的，之前都没异响，突然最近一踩离合器，那个声音比较大…我就发帖求助，三件套我网购过来了，不知道去哪里安装很头疼…4s一般都不会帮安装。    ,舒适性,0,
6084,7LcYoByp3zdmUJhD,后视镜加热开关在空调面板上，跟后挡风玻璃除霜的开关是同一个。    ,舒适性,0,
6093,5rde320kvBDIaECN,10款的车型没有腰部支撑，空调面板下面的12v电源就是点烟器插座，需要配一个点烟器原车不带点烟器。,舒适性,0,
6099,kIROZmLWTBY8y0jU,这个噪音也很小，感觉比原车胎噪音还小    ,舒适性,1,噪音小
6109,WqmYa4KXjeZ9CpxU,关键是我现在的异响想着先解决了，怕4儿子不认。    ,舒适性,0,
6113,2Sa0Fy6x4cjkgmYd,工具车就得异响？五菱都不这样吧    ,舒适性,0,
6118,UWStl4G7V1InkQYm,是开着空调在抖吧？关了抖动没那么厉害了,舒适性,0,
6119,mXSvExK5TokAHGdQ,没法彻底关闭，车子启动后又恢复开启状态了，以前看过一个帖子，好像要安装一个定制插线头插上欺骗系统，不过安装比较麻烦，懒得动了，不开空调使用节油效果也不错,舒适性,0,
6120,SOu8tCNBHRYPGzbg,好像开不开空调都有这现象，有好长一段时间了。今天早上注意到的时候，当时空调时开的，一档风量，温控27。    ,舒适性,0,
6123,gcvCfnUmdDPS4lNO,开几个月，才2千多公里，噪音大吗？    ,舒适性,0,
6125,iSYMBwG5UCyKA0hf,空调机压缩机转时一转一歇的。怠速时转速自然忽高忽低    ,舒适性,0,
6141,DdNMhflWQ4J3BpeF,这样啊，菜鸟一个，不是很懂啊，还有风挡玻璃那，空调出风口异响怎么办啊    ,舒适性,0,
6145,PG3L91vnxiDVb8ah,后面没有空调会不会很热 ，显示器可以换的吗？感觉原装反应有点慢！等18款还是买16款（16能便宜一万多点）？    ,舒适性,0,
6148,cgzd1FDTSiwWs2I3,给你解决半个问题，在尾箱锁扣上缠上点胶布，有点就行了，解决尾箱门响，前门响没遇见过,舒适性,0,
6178,O8Me7xyPiYCjpFJl,刹车异响，低速啸叫，不是车的毛病，难道是耳朵的毛病？,舒适性,-1,有异响
6180,YXDIfckyAiad3BeL,我的打死左也会响16款第一批车，开始还以为是响胎,舒适性,0,
6181,VbShjEwe1oG9z0BL,起步没有，只要打死就有，刹车打死也一样响，不打死就不响    ,舒适性,0,
6188,H7jMv2cRGUsmVYoI,正常，盘山路满载带空调都能121过，缓坡经常110,舒适性,0,
6189,9lxHk1aAVvjMYwKe,异响问题最好上图，实在是看的迷糊,舒适性,0,
6190,6WhOsIuM9NCvzkjp,因为高配是分区空调，显示两边，咱们低配的显示一边    ,舒适性,0,
6193,Z1cVqFhERwGUWJdl,这好象是蜜蜂作品， 问问：空调泵有异响吗？见过几台A拉都有这问题，应该是通病，我的也是，好响，    ,舒适性,-1,有异响
6194,z6pEx79lHQB5fTiu,跟你一样的二手森林人。喜欢它就要包容它。喜欢肯定有理由的！刚开始，我也不习惯。各种异响，走点烂路，稀里哗啦的。我15年底买的，比你贵了一万块钱。说实话，这车真好开。平常我也是上下班开。偶尔拉下东西。森还是很给力的,舒适性,1,给力
6195,qrJ9xVhpP5lUH3Me,差不多7万公里才响？已经不错了，我一万公里就响了，液压杆擦干净，薄薄抹一层润滑油，越稀越好，其它地方往S里打wd40，擦干净，用一段时间就不响了,舒适性,0,
6201,HuY0KhziUpVryejn,不知道我被骗了还是咋的，这专修店应该不会烧我的，森林人的汽油滤芯是内置的，300多一个还没算工时费呢。我装的都是原厂的，所以贵，也有很过小厂的机滤 空滤 空调滤 几十元一个，但是原厂都是100-200的，其实空滤空调滤可以用小厂，但是机滤和汽滤还是用原厂好些哈，不然渗油就麻烦了   ,舒适性,0,
6217,5UobJPLu8p4kKE6N,空气空调滤芯自己换就成，假货怎么了，就个过滤空气用的，我淘宝买了一箱，平均1个不到20块，反正3月一换，不管脏不脏，自己动手5分钟,舒适性,0,
6223,EpNcD2KgsLGbPt1U,甭管用什么机器，空调这种独立的结构被集成在触屏机上就是一个隐患    ,舒适性,0,
6226,YgzNwq5XCviy6OP2,打开空调以后就听到滋滋声，同时也没有冷气。    ,舒适性,0,
6237,7BMXKlh20cQyx8vG,博士空气滤，坤牌空调滤，原厂机滤，某宝水油,舒适性,0,
6256,FX0L83QSABd1Ixkf,开了八年，九万七千公里，没换，没任何不妥。这个东西只要不影响供油就不需要换。平时可以使用些汽油添加剂，有清洗油路和除积碳的功能，很棒。,舒适性,0,
6260,jD9JNkRdy2flzcBt,看反光镜、档杆、手刹、还有空调按键区域，别看多媒体，他那好像是后改装的。,舒适性,0,
6262,JL3aCAUEBhRbIH7Z,冷凝器吧 最近坛子里一堆空调坏的 我都等了半个月了我的冷凝器 斯巴鲁的空调是不是二手空调啊,舒适性,0,
6267,CeHdcDtbaELM4iP3,冲量没关系，但是影响保修就不行了   ,舒适性,0,
6272,joBdl1aV0nzq72Ku,看来这里可能也是，12月底看车，1月到手厂家的系统里面是10月销售记录，收到4S售后的短消息提醒也是10月保修要过期了，电话去询问。4S销售说根据法律按照手上发票日期保修，不影响。你怎么处理？   ,舒适性,0,
6275,RM7roxV2LszSTafF,别开到最低温度就不会触发空调               ,舒适性,0,
6287,VlWRi9aFXY65eqM4,另外一台车用了几个月了，效果减弱，但感觉比原玻璃还是说好很多，原玻璃是水和玻璃接触，不均衡的影响视线的那种感觉，雨大是就好很多，不知道如何描述那种继续验证一下    ,舒适性,0,
6290,6hVef3d8BFxlbw1a,喷点wd40吧，我的车后门前阵子也是异响，喷完wd40瞬间解决    ,舒适性,0,
6292,E4OTMnKgHwQvSDf3,按一下中间的上半部分AC按钮，等于把空调关了，再把进风模式调成外循环。就是你图片亮灯的按钮。,舒适性,0,
6293,oHg6f0Q1ItMR5Lun,不过每次都得按AC按钮关闭空调，不然你一调节风量旋钮默认就是AC（自动空调）打开。   ,舒适性,0,
6298,EQDsoKFYL0mM7xk4,试试去四儿子那让他们用清洗一下玻璃槽，我的主驾驶室也是玻璃上有水珠开关就会响，特地去那给擦洗了一次就好了,舒适性,0,
6300,5cfMm0Trvb3onWzh,看看是不是副驾手套箱下面，伸脚那个地方，下面有块饰板，我当初是副驾中控台响是这里导致的，后来加了块海绵就好了！,舒适性,0,
6302,BKbTapn7glCt6NoM,掉进东西也会响，我以前的车掉进贷款的名片，从此开关都响……,舒适性,0,
6306,fbEKNZ7rAVPMp6ho,这种是几个方案中最节约、最有效的办法，也不变改变原车的舒适性…   ,舒适性,0,
6312,UViCZ3fQSHG9YAqM,楼主傻阿，刹车吱吱作响，说明刹车片已经快磨没了，已经跟金属在摩擦了，赶紧去ssss店检查一下考虑换刹车片吧    ,舒适性,0,
6319,OjfQkJmR5t8MayPq,是的，就是越野性和舒适性无法兼顾！   ,舒适性,0,
6322,A3te9Qgdp5K8GoVS,快刹停或起步时还会响吗？,舒适性,0,
6335,9FAmtZoB86QOR241,欢迎入坑，小森是兼顾了越野性，操控性及舒适性,舒适性,0,
6338,Ms0pVWTcft8iDbEL,我的也是空调这样的，和你同一批车，过保修期了,舒适性,0,
6340,YtqiC8FTkNUn91Lc,行驶过程一直响，天窗导水槽一次漏水清理过，响的问题4s差不出问题。。哎    ,舒适性,0,
6341,EAI0QSpHcoZG3MNm,汽车减震坏了一根，建议两侧全部更换。因为汽车减震出厂时因为钢性的缘故都需要配对搭配组装。现在你的车在行驶过一段时间后，减震的弹簧及液压杆都会弹性都会减弱。你要是只换上一根的话，在行驶过多的颠簸路时，由于两侧的弹性有较大的差异。这样会造成你车辆车厢的缝隙加大，而后会照成异响。还有一个原因就是减震两侧弹性相差，会给驾驶的舒适,舒适性,0,
6365,aqRZYvKIVzJyr60G,没遇到过，已经跑了一万五，没有任何异响,舒适性,1,没有
6366,0WNg2ptl6orba4XY,我也响过，后来到4儿子那拆了手套箱，空调滤清器，发现里面有两块金属贴的太近造成的，贴了块海绵搞定,舒适性,0,
6370,rpZRK2UyzTO4gk9v,开了五万公里，空调也出现了问题,舒适性,-1,出问题
6371,LFGmYro7BaDs9fTE,空调管进车那节会有冷凝水，夏天滴到排气上会兹拉响。,舒适性,-1,响
6374,fzLhRj1cIWJUZeXr,森是紧凑型SUV和七座中型SUV汉去比好开，有点欺负汉了。。。如果不是斯巴鲁粉，需要off road铁定SUV车型，还是要冷静下。。。这车好在全球车、进口车、安全性、机械性能不错、全时四驱，这些同级里基本没啥对手。不过可靠性、性价比、舒适度都是同级里中游和偏低的。,舒适性,-1,偏低
6383,9DE7ev18ZPtsINcS,油跑空的时候噪音会大一些,舒适性,-1,噪音大
6388,cYPNpiG0lLJo6Oub,轴承坏了，低速4~5十公里不会太响，到了7~8十以上，就会很明响的，你的车过了保修期没有？    ,舒适性,0,
6393,Pa5l0E3CJvi1tcmD,我7月提的2.5，也是这样。看来似乎都有。不过不影响正常使用。只是声音让人有点不舒服,舒适性,-1,不舒服
